# t,R1(MeOH),R2(MeOH),P1(MeOH),P2(MeOH),MeO-(MeOH),TS1#(MeOH),Br-(MeOH),TS2#(MeOH)
7.448823196183809170e-01,9.005103173513806167e-03,2.457355052649900975e-03,7.524269615567603930e-02,3.132948456181601227e-01,2.114624582261638575e-01,0.000000000000000000e+00,3.885375417738362591e-01,0.000000000000000000e+00
7.550861870104135232e-01,8.682955643377343602e-03,2.369487677498063709e-03,7.532224681022699209e-02,3.136253098688974728e-01,2.110524433208755546e-01,0.000000000000000000e+00,3.889475566791245620e-01,0.000000000000000000e+00
7.632953998347373759e-01,8.432595580824840675e-03,2.301198571500824488e-03,7.538407041739925152e-02,3.138821354302749334e-01,2.107337941523258207e-01,0.000000000000000000e+00,3.892662058476742959e-01,0.000000000000000000e+00
7.652900544024461293e-01,8.372916092174019498e-03,2.284919910159347901e-03,7.539880760334549681e-02,3.139433563943210270e-01,2.106578360023335095e-01,0.000000000000000000e+00,3.893421639976665793e-01,0.000000000000000000e+00
7.754939217944787355e-01,8.074485932689152642e-03,2.203516062225069263e-03,7.547250164848834375e-02,3.142494963565973243e-01,2.102780019949143930e-01,0.000000000000000000e+00,3.897219980050857790e-01,0.000000000000000000e+00
7.838693558327782807e-01,7.837856493841069416e-03,2.138967925172884782e-03,7.553093472823084464e-02,3.144922408527551227e-01,2.099768244190141075e-01,0.000000000000000000e+00,3.900231755809860368e-01,0.000000000000000000e+00
7.856977891865113417e-01,7.787170829174438688e-03,2.125141594228223147e-03,7.554345100967656268e-02,3.145442365669206541e-01,2.099123124234028304e-01,0.000000000000000000e+00,3.900876875765973417e-01,0.000000000000000000e+00
7.959016565785439479e-01,7.510545719353848605e-03,2.049680824634195469e-03,7.561176064539029684e-02,3.148280128106215603e-01,2.095602265439882039e-01,0.000000000000000000e+00,3.904397734560119404e-01,0.000000000000000000e+00
8.044433118308192965e-01,7.286894536297237879e-03,1.988669177306682558e-03,7.566698896986058520e-02,3.150574473165353995e-01,2.092755637136040903e-01,0.000000000000000000e+00,3.907244362863960818e-01,0.000000000000000000e+00
8.061055239705765540e-01,7.244186917844968113e-03,1.977018445646386638e-03,7.567753517413886022e-02,3.151012594623696650e-01,2.092212053634915081e-01,0.000000000000000000e+00,3.907787946365086085e-01,0.000000000000000000e+00
8.163093913626091602e-01,6.987678030952340288e-03,1.907041126180280145e-03,7.574087741408677688e-02,3.153644034287805265e-01,2.088947191571327855e-01,0.000000000000000000e+00,3.911052808428673866e-01,0.000000000000000000e+00
8.239413266866881802e-01,6.802018003338515181e-03,1.856390617179292778e-03,7.578672428227739566e-02,3.155548670972047054e-01,2.086584086205179878e-01,0.000000000000000000e+00,3.913415913794822121e-01,0.000000000000000000e+00
8.250172678288602013e-01,6.776259260885481375e-03,1.849363210578722563e-03,7.579308514533689145e-02,3.155812923831988193e-01,2.086256224714643781e-01,0.000000000000000000e+00,3.913743775285357662e-01,0.000000000000000000e+00
8.265132587546417664e-01,6.740612721825566325e-03,1.839638218432370059e-03,7.580188770132401110e-02,3.156178613584179615e-01,2.085802509402581162e-01,0.000000000000000000e+00,3.914197490597420837e-01,0.000000000000000000e+00
8.367171261466743726e-01,6.502619885135194587e-03,1.774708680506535945e-03,7.586065767206737198e-02,3.158620137622907831e-01,2.082773285656419060e-01,0.000000000000000000e+00,3.917226714343582383e-01,0.000000000000000000e+00
8.455912238269012171e-01,6.302751673717747923e-03,1.720179041801460579e-03,7.591001317442787333e-02,3.160670561100528131e-01,2.080229307155193885e-01,0.000000000000000000e+00,3.919770692844807836e-01,0.000000000000000000e+00
8.469209935387069788e-01,6.273356629178999597e-03,1.712159150536718064e-03,7.591727199580811103e-02,3.160972122244760651e-01,2.079855157797158849e-01,0.000000000000000000e+00,3.920144842202842872e-01,0.000000000000000000e+00
8.571248609307396960e-01,6.052480062254754142e-03,1.651896266656857105e-03,7.597181534203746589e-02,3.163238083290508262e-01,2.077043763289117828e-01,0.000000000000000000e+00,3.922956236710883893e-01,0.000000000000000000e+00
8.661651798249421219e-01,5.863537220417290585e-03,1.600344874311927183e-03,7.601847298764069505e-02,3.165176449176300144e-01,2.074638820947294071e-01,0.000000000000000000e+00,3.925361179052707650e-01,0.000000000000000000e+00
8.673287283227723021e-01,5.839665965621309435e-03,1.593831736654158877e-03,7.602436776967654020e-02,3.165421345280479137e-01,2.074334977022756488e-01,0.000000000000000000e+00,3.925665022977244956e-01,0.000000000000000000e+00
8.775325957148049083e-01,5.634572946445035209e-03,1.537872560095068872e-03,7.607501357916514328e-02,3.167525409142946669e-01,2.071724455065402926e-01,0.000000000000000000e+00,3.928275544934599073e-01,0.000000000000000000e+00
8.867391358229830267e-01,5.455914215709446909e-03,1.489124892372164751e-03,7.611913171076210849e-02,3.169358291811562034e-01,2.069450391080817908e-01,0.000000000000000000e+00,3.930549608919183813e-01,0.000000000000000000e+00
8.877364631068375145e-01,5.436915378087159301e-03,1.483940935649338388e-03,7.612382330038380829e-02,3.169553203858795909e-01,2.069208563137366896e-01,0.000000000000000000e+00,3.930791436862635102e-01,0.000000000000000000e+00
8.979403304988701207e-01,5.246420825866683971e-03,1.431962654169915234e-03,7.617086420573553063e-02,3.171507523142277907e-01,2.066783834800367814e-01,0.000000000000000000e+00,3.933216165199633907e-01,0.000000000000000000e+00
9.073130918210240425e-01,5.077520172432174739e-03,1.385875568027857777e-03,7.621257271380509069e-02,3.173240315457347971e-01,2.064633957404602149e-01,0.000000000000000000e+00,3.935366042595399572e-01,0.000000000000000000e+00
9.081441978909027268e-01,5.062816855102611480e-03,1.381863506509746790e-03,7.621620356762330573e-02,3.173391160707642600e-01,2.064446803616125370e-01,0.000000000000000000e+00,3.935553196383876351e-01,0.000000000000000000e+00
9.123219911831100815e-01,4.989568483728729596e-03,1.361876291745632139e-03,7.623429160546879579e-02,3.174142636190567801e-01,2.063514447754745407e-01,0.000000000000000000e+00,3.936485552245256314e-01,0.000000000000000000e+00
9.183480652829353330e-01,4.885832194189876528e-03,1.333569599908488931e-03,7.625990837125906641e-02,3.175206898346424889e-01,2.062194017940985613e-01,0.000000000000000000e+00,3.937805982059016663e-01,0.000000000000000000e+00
9.278870478190649473e-01,4.726145322620285694e-03,1.289994946505345491e-03,7.629934165628894649e-02,3.176845180745853092e-01,2.060161402691258192e-01,0.000000000000000000e+00,3.939838597308743529e-01,0.000000000000000000e+00
9.285519326749679392e-01,4.715216338555382886e-03,1.287012665532059289e-03,7.630204047454232363e-02,3.176957305213701233e-01,2.060022290040876281e-01,0.000000000000000000e+00,3.939977709959125440e-01,0.000000000000000000e+00
9.387558000670005454e-01,4.550708779953999486e-03,1.242121714447243881e-03,7.634266420555389787e-02,3.178645053000447862e-01,2.057928304944014464e-01,0.000000000000000000e+00,3.942071695055987535e-01,0.000000000000000000e+00
9.484610038171059632e-01,4.399712860226332074e-03,1.200917112760701948e-03,7.637995136942282715e-02,3.180194186575900361e-01,2.056006299729872255e-01,0.000000000000000000e+00,3.943993700270129743e-01,0.000000000000000000e+00
9.489596674590331515e-01,4.392095141280710595e-03,1.198838329265597457e-03,7.638183250102799360e-02,3.180272340284255872e-01,2.055909334705464941e-01,0.000000000000000000e+00,3.944090665294536779e-01,0.000000000000000000e+00
9.591635348510657577e-01,4.239161045430499611e-03,1.157104092598674767e-03,7.641959829769878754e-02,3.181841365642719688e-01,2.053962651380293603e-01,0.000000000000000000e+00,3.946037348619708118e-01,0.000000000000000000e+00
9.690349598151468680e-01,4.096412747690725970e-03,1.118148833038086227e-03,7.645484881088679407e-02,3.183305896083842845e-01,2.052145615807290102e-01,0.000000000000000000e+00,3.947854384192712174e-01,0.000000000000000000e+00
9.693674022430983639e-01,4.091692115298351667e-03,1.116860587058030561e-03,7.645601453230048417e-02,3.183354327653430405e-01,2.052085527023565781e-01,0.000000000000000000e+00,3.947914472976436495e-01,0.000000000000000000e+00
9.795712696351310811e-01,3.949481086953757041e-03,1.078051329677516849e-03,7.649113238516941360e-02,3.184813351981992113e-01,2.050275324166314639e-01,0.000000000000000000e+00,3.949724675833687360e-01,0.000000000000000000e+00
9.896089158131878838e-01,3.814516995820170248e-03,1.041219195298855342e-03,7.652446067867238466e-02,3.186198031302084899e-01,2.048557361911192143e-01,0.000000000000000000e+00,3.951442638088809578e-01,0.000000000000000000e+00
9.897751370271636873e-01,3.812322106936703783e-03,1.040620198562188523e-03,7.652500268887706125e-02,3.186220550056239609e-01,2.048529423054990806e-01,0.000000000000000000e+00,3.951470576945010915e-01,0.000000000000000000e+00
9.999790044191962934e-01,3.680027175060126329e-03,1.004515947077432416e-03,7.655767186722878259e-02,3.187577850106335653e-01,2.046845431221377409e-01,0.000000000000000000e+00,3.953154568778624589e-01,0.000000000000000000e+00
1.010182871811228900e+00,3.552426290589545503e-03,9.696922352300857070e-04,7.658918189932001352e-02,3.188886995748602682e-01,2.045221185258198071e-01,0.000000000000000000e+00,3.954778814741803372e-01,0.000000000000000000e+00
